2620:12a:8001::3                        # leadid.com
2620:12a:8001::4                        # criteo.com
2620:149:a41:880::4:3                   # metrics.icloud.com
2620:1ec:46::41                         # ntrfr.leovegas.com
2620:1ec:bdf::41                        # ntrfr.leovegas.com
2620:46:2000:16::68                     # track.ning.com
2620:95:4007::75                        # adsoftware.top
2804:10:8001::209:212                   # nobeta.com.br
2804:49c:3101:401:ffff:ffff:ffff:52     # tracker.bt.uol.com.br
2804:49c:3101:405:ffff:ffff:ffff:20     # bn.imguol.com
2804:49c:3102:405:ffff:ffff:ffff:7      # bn.imguol.com
2804:49c:3104:401:ffff:ffff:ffff:34     # tracker.bt.uol.com.br
2a00:1148:db00::17                      # ad.mail.ru
2a00:1148:db00::7d                      # r.my.com
2a00:1148:db00::b1                      # alt-ad.mail.ru
2a00:1148:db00::c5                      # tracker-api.my.com
2a00:1158:0:100::14                     # faibl.org
2a00:1158:0:301::                       # brightshare.com
2a00:1158:5:4e8::                       # solads.media
2a00:1158:5:852::                       # cerdmann.com
2a00:1169:103:19c0::                    # keytrack.de
2a00:1169:103:bfc0::                    # eset-affiliate.de
2a00:1169:103:d30::                     # avazu.net
2a00:1169:103:d5b0::                    # m-pathy.com
2a00:1169:103:fb90::                    # marketing-guerilla.de
2a00:13c8:f5::f:4b3d:181                # cpxl.golem.de
2a00:15f8:a000:5:1:11:0:13a0            # lenty.ru
2a00:15f8:a000:5:1:11:4:daa             # vk-ads.ru
2a00:15f8:a000:5:1:11:7:474d            # alltizer.ru
2a00:15f8:a000:5:1:12:0:13a0            # lenty.ru
2a00:15f8:a000:5:1:12:4:daa             # vk-ads.ru
2a00:15f8:a000:5:1:12:7:474d            # alltizer.ru
2a00:15f8:a000:5:1:13:0:13a0            # lenty.ru
2a00:15f8:a000:5:1:13:4:daa             # vk-ads.ru
2a00:15f8:a000:5:1:13:7:474d            # alltizer.ru
2a00:15f8:a000:5:1:14:0:13a0            # lenty.ru
2a00:15f8:a000:5:1:14:4:daa             # vk-ads.ru
2a00:15f8:a000:5:1:14:7:474d            # alltizer.ru
2a00:1768:2001:63::46:102               # yessearches.com
2a00:1768:2001:63::46:104               # followercounter.com
2a00:18e0:5:2:7577:4e4d:413b:f507       # sponsormob.com
2a00:18e0:5:3:dfe2:c743:85aa:61bc       # sponsormob.com
2a00:1c98:1000:1041::93df:4f6e          # travelads.be
2a00:1c98:1000:1261:0:3:65be:ca48       # miokoo.com
2a00:1ed0:11:649:217:16:188:180         # pixel.cpex.cz
2a00:1ed0:2:0:1:5bef:c85c:1             # snack-media.com
2a00:4b40:aaaa:2001::7                  # fbmedia-ckl.com
2a00:4b40:aaaa:2007::7                  # valemedia.net
2a00:4e00:2000:121::231                 # ptadsrv.de
2a00:4e00:2000:126::132                 # slogantrend.de
2a00:6800:3:a0b::2                      # aninter.net
2a00:ab00:1103:7:16::1                  # magicintim.ru
2a00:b6e0:1:200:177::1                  # piwik.org
2a00:b700:5:100::102                    # adulttraffic.ru
2a00:b700:5:100::108                    # ad1game.ru
2a00:d70:0:a::400                       # double-check.com
2a00:f940:2:2:1:1:0:144                 # onelead.ru
2a00:f940:2:2:1:1:0:175                 # placeoff.ru
2a00:f940:2:2:1:1:0:208                 # keyti.ru
2a00:f940:2:2:1:1:0:234                 # gvapp.ru
2a00:f940:2:2:1:1:0:250                 # 300daytravel.com
2a00:f940:2:2:1:3:0:20                  # creara-media.ru
2a00:f940:2:2:1:4:0:117                 # m81jmqmn.ru
2a00:f940:2:4:2::f17                    # ma-code.ru
2a00:f940:4::10                         # 5h3oyhv838.com
2a00:f940:4::152                        # afili.ru
2a00:f940:4::9                          # vsesumki.com
2a01:111:202c::200                      # commerce.bing.com
2a01:111:f100:9001::1761:9694           # statistiek.rijksoverheid.nl
2a01:138:a027:0:e::236                  # mps-gba.de
2a01:238:20a:202:1064::                 # sitealyse.de
2a01:238:20a:202:1066::                 # adiceltic.de
2a01:238:20a:202:1082::                 # plexworks.de
2a01:238:20a:202:1166::                 # gratis-counter-gratis.de
2a01:28:ca:112::1:1171                  # r2b2.io
2a01:430:244:4::101                     # love-money.de
2a01:488:42:1000:5bfa:41fc:ffcb:ded1    # stilanzeigen.net
2a01:488:42:1000:b01c:2503:ffba:eafc    # grfz.de
2a01:488:42:1000:b24d:6c8f:ff43:f848    # cadsuta.net
2a01:488:66:1000:523:f59d:0:1           # matomo.chsc.dk
2a01:4f8:1060:13eb::2                   # iloptrex.com
2a01:4f8:10a:885::2                     # c.wort-suche.com
2a01:4f8:10a:a1c::2                     # salesviewer.com
2a01:4f8:10b:3c8::16                    # stat.absolutist.com
2a01:4f8:10b:9c3::3                     # bounce-ads.de
2a01:4f8:10b:ddc::2                     # ma3ryh8l6v.de
2a01:4f8:121:3039::2                    # frosmo.com
2a01:4f8:121:32c2::2                    # groovy-manul.pikapod.net
2a01:4f8:13a:164e::2                    # frosmo.com
2a01:4f8:13a:18c3::2                    # gema-online.de
2a01:4f8:13b:186b::2                    # vipadvert.net
2a01:4f8:13b:192e:2:2:ffff:2            # thinksuggest.org
2a01:4f8:140:3054::a1:443               # analytics.idfnet.net
2a01:4f8:140:81dd::2                    # abpjs23.com
2a01:4f8:141:4398::60c                  # events.webdock.io
2a01:4f8:162:60aa::2                    # ho47no3iry.de
2a01:4f8:172:e4e:2:5:ffff:2             # affiliates.de
2a01:4f8:1c0c:4f56::1                   # anormal-tracker.de
2a01:4f8:1c0c:8068::1                   # believe-the-hype.be
2a01:4f8:1c0c:8197::1                   # analytics.media-proweb.de
2a01:4f8:1c0c:81a4::                    # analytics.aklamio.com
2a01:4f8:1c1b:cb09::1                   # pirsch.io
2a01:4f8:1c1c:3156::1                   # jadcenter.com
2a01:4f8:1c1e:ca00::64                  # site-submit.com.ua
2a01:4f8:200:41f5::2                    # altrk.net
2a01:4f8:212:18a3::2                    # bigstats.net
2a01:4f8:221:11cd:9734:4c26:6044:5f33   # kostenlose-counter.com
2a01:4f8:221:3fd8::2                    # aserverstats.com
2a01:4f8:221:43c9::2                    # abpjs23.com
2a01:4f8:241:4b87::2                    # traffer.net
2a01:4f8:251:148a::2                    # htm1.ch
2a01:4f8:251:2b86::2                    # abpjs23.com
2a01:4f8:252:452d::2                    # xxxbannerswap.com
2a01:4f8:252:561a::2                    # iloptrex.com
2a01:4f8:252:564d::2                    # poloptrex.com
2a01:4f8:252:604::2                     # abdlnkjs.com
2a01:4f8:261:3eed::3                    # xxxwebtraffic.com
2a01:4f8:262:4345::2                    # pushtorm.net
2a01:4f8:272:3ee1::2                    # abdlnk.com
2a01:4f8:272:50c6::2                    # tracker.idocdn.com
2a01:4f8:c010:3f9c::1                   # netupdater.info
2a01:4f8:c012:a53a::3                   # insight.nikkasystems.com
2a01:4f8:c012:cb50::1                   # pirsch.io
2a01:4f8:c01f:101::                     # analytics.aklamio.com
2a01:4f8:c0:2306::1                     # boloptrex.com
2a01:4f8:c0:2343::2                     # iloptrex.com
2a01:4f8:c0:2f03::2                     # poloptrex.com
2a01:4f8:c0:33d8::1                     # poloptrex.com
2a01:4f8:c0c:e645::1                    # telemetry.navigatorapp.net
2a01:4f8:c17:c19c::1                    # netupdater.info
2a01:4f8:c2c:527d::2                    # jink.de
2a01:4f8:c2c:7351::1                    # posthog.tarnkappe.info
2a01:4f8:c2c:abf5::1                    # netupdater.info
2a01:4f8:d0a:1025::2                    # c-points.de
2a01:4f8:d0a:2321::2                    # retailads.net
2a01:4f8:d0a:304f::2                    # nimiqpool.com
2a01:4f8:d0a:50d3::2                    # traffic.club
2a01:4f8:d0a:51b7::2                    # love-banner.com
2a01:4f8:d0a:6131::2                    # sponsorads.de
2a01:4f8:d0a:6647::2                    # symplr.de
2a01:4f8:e0:19cb::1                     # iloptrex.com
2a01:4f8:fff0:20:8::1                   # ximad.com
2a01:4f8:fff0:20:8::2                   # ximad.com
2a01:4f8:fff0:20:8::3                   # ximad.com
2a01:4f8:fff0:34::18                    # salesviewer.org
2a01:4f9:2a:1224::2                     # track.kinetiksoft.com
2a01:4f9:2a:3f1::2                      # fastcounter.de
2a01:4f9:3a:13e0::2                     # goatcounter.com
2a01:4f9:3a:3c13::1                     # stat.novostimira.com
2a01:4f9:c011:2c84::1                   # ubbfpm.com
2a01:4f9:c012:8453::1                   # top10sportsites.com
2a01:4ff:f0:8426::1                     # bloblohub.com
2a01:4ff:f0:e4a5::1                     # member.javtvnow.xyz
2a01:5b40:0:248::52                     # linkpulse.com
2a01:5b40:0:4211:0:557e:763b:c752       # sannsyn.com
2a01:5b40:0:4a0a:0:1361:adf2:b76c       # adline.com
2a01:5b40:0:bc03::1                     # eacla.com
2a01:7860::db:1152:79:1                 # adcrowd.com
2a01:7c8:aab5:129::2                    # q-stats.nl
2a01:7c8:aac3:1ba::1                    # icstats.nl
2a01:7c8:bb0a:698:5054:ff:fe46:3431     # analytics.maikel.pro
2a01:7c8:f0:1011:0:1:7db7:ae2c          # emediate.eu
2a01:7c8:fff8:20f:5054:ff:fedf:2005     # webads.nl
2a01:7e00::f03c:91ff:fe96:cba9          # ish.tumedia.no
2a01:7e01::f03c:91ff:fe92:c804          # sensible-ads.com
2a01:a560:1::d                          # trafficmoose.com
2a01:ab20:0:4::83                       # trigami.com
2a02:128:7:4722::2                      # a11k.com
2a02:128:7:4860::2                      # a11k.com
2a02:128:7:4910::2                      # a11k.com
2a02:128:7:4966::2                      # a11k.com
2a02:128:7:5940::3                      # a11k.com
2a02:2350:5:102:37:4a35:52e8:12d6       # stat03.stat.cliche.se
2a02:2350:5:102:8031:c0e0:3ff4:84fa     # stat.clichehosting.de
2a02:2350:5:102:80b6:d73b:9989:6b72     # parameter.dk
2a02:2350:5:108:a2:93af:4823:2168       # infocollect.dk
2a02:2350:5:10a:804b:f2fa:cab3:b454     # dinbilgaranti.se
2a02:250:0:8::53                        # ads.annonsbladet.com
2a02:250:0:8::54                        # statistik.blogg1.se
2a02:250:0:8::55                        # stats.ehandel.se
2a02:2638:3::29                         # hlserve.com
2a02:2d8:0:1025::11                     # instreamvideo.ru
2a02:2d8:0:1025::12                     # instreamvideo.ru
2a02:2d8:0:1025::20                     # mediatoday.ru
2a02:2d8:0:1025::21                     # mediatoday.ru
2a02:2d8:0:1025::29                     # instreamvideo.ru
2a02:2d8:0:c00c::3                      # otclick-adv.ru
2a02:2d8:0:c00c::4                      # otclick-adv.ru
2a02:2d8:0:c00c::5                      # otclick-adv.ru
2a02:2d8:0:c00c::6                      # otclick-adv.ru
2a02:4780:13:1176:0:20b1:d644:2         # jackao.net
2a02:4780:13:915:0:30d5:7d89:4          # linkads.me
2a02:4780:13:988:0:2f4e:55da:2          # developmentgoat.com
2a02:4780:1:1126:0:2a18:c81a:4          # grapheffect.com
2a02:4780:1d:4548:b578:66a0:2ebf:fbdc   # tubenest.com
2a02:4780:1e:5112:e37c:3b52:e1b3:73c6   # adblock-guru.com
2a02:4780:1e:d7f7:752f:826d:15ab:7b39   # lifiads.com
2a02:4780:21:2c8a:2d5e:598:6943:a9ec    # iklanhemat.com
2a02:4780:22:8526:51fd:b9f9:ec0:fb36    # adxfire.in
2a02:4780:22:caf8:7c20:f5d4:279e:4af6   # adstargets.com
2a02:4780:27:1067:0:1609:8ac2:6         # adsnetworkplus.com
2a02:4780:27:1143:0:cda:f21e:6          # smart-dmp.com
2a02:4780:3:725:0:39e7:6e4b:10          # superstat.info
2a02:4780:b:668:0:27c9:2c7c:b           # ktxtr.com
2a02:4780:b:837:0:1afc:ac54:3           # magnify360.com
2a02:4b8:10b::193:c8c:1                 # krum.vsct.fr
2a02:4de0:65::65                        # openx.gamereactor.dk
2a02:598:2::1163                        # c.imedia.cz
2a02:598:2::1172                        # c.seznam.cz
2a02:598:2::30                          # h.seznam.cz
2a02:598:2::54                          # i.imedia.cz
2a02:598:a::78:30                       # h.seznam.cz
2a02:598:a::78:54                       # i.imedia.cz
2a02:598:a::79:172                      # c.seznam.cz
2a02:598:c:189::51                      # i.imedia.cz
2a02:6b40:2000:2c4e::1                  # systemleadb.com
2a02:6b8::131                           # awsync.yandex.ru
2a02:6b8::14                            # clck.yandex.com
2a02:6b8::166                           # offerwall.yandex.net
2a02:6b8::1:119                         # mc.yandex.ru
2a02:6b8::1:254                         # amc.yandex.ru
