2606:4700:20::ac43:4885                 # oakbustrp.com
2606:4700:20::ac43:4890                 # app.ardalio.com
2606:4700:20::ac43:4893                 # px.adfulplatform.com
2606:4700:20::ac43:4898                 # t.adbr.io
2606:4700:20::ac43:489c                 # o18.click
2606:4700:20::ac43:489e                 # cdn-service.com
2606:4700:20::ac43:48a0                 # danzhallfes.com
2606:4700:20::ac43:48ac                 # ads.digitalpoint.com
2606:4700:20::ac43:48c7                 # track.historictalk.com
2606:4700:20::ac43:48c9                 # adserver.lag.vn
2606:4700:20::ac43:48d0                 # gameads.io
2606:4700:20::ac43:48d4                 # banners.defenceweb.co.za
2606:4700:20::ac43:48d6                 # feeds.videosz.com
2606:4700:20::ac43:48d7                 # zferral.com
2606:4700:20::ac43:48d8                 # widget.subiz.net
2606:4700:20::ac43:48da                 # adimg.com.com
2606:4700:20::ac43:48dc                 # rdrtrk.com
2606:4700:20::ac43:48ed                 # hit.c97.org
2606:4700:20::ac43:48f5                 # adtoox.com
2606:4700:20::ac43:48fb                 # metrics.pico.tools
2606:4700:20::ac43:4901                 # xad.dnoticias.pt
2606:4700:20::ac43:4905                 # tag.yourupload.com
2606:4700:20::ac43:4913                 # collector.wawlabs.com
2606:4700:20::ac43:491b                 # stats.popupmaker.com
2606:4700:20::ac43:492d                 # trandgid.com
2606:4700:20::ac43:4930                 # adquery.io
2606:4700:20::ac43:4937                 # widget-social-proof-api.one.store
2606:4700:20::ac43:4945                 # t.simply-hentai.com
2606:4700:20::ac43:4952                 # cryo.socialblade.com
2606:4700:20::ac43:4954                 # analytics.verfacto.com
2606:4700:20::ac43:496d                 # delivery.momentummedia.com.au
2606:4700:20::ac43:496e                 # dbex-tracker-v2.driveback.ru
2606:4700:20::ac43:498a                 # ad.luxnet.ua
2606:4700:20::ac43:4994                 # analytics.slidesai.io
2606:4700:20::ac43:49a3                 # looktotheright.com
2606:4700:20::ac43:49a4                 # mer.stdout.cz
2606:4700:20::ac43:49ae                 # ads.carmudi.vn
2606:4700:20::ac43:49c2                 # cdn.optmn.cloud
2606:4700:20::ac43:49cb                 # dl.love4porn.com
2606:4700:20::ac43:49d5                 # track.shrinkplus.com
2606:4700:20::ac43:49dd                 # adsby.io
2606:4700:20::ac43:49e0                 # a.plerdy.com
2606:4700:20::ac43:49e4                 # adpone.com
2606:4700:20::ac43:49f2                 # apptornado.com
2606:4700:20::ac43:49fb                 # fairfaxmedia.sharedcount.com
2606:4700:20::ac43:4a09                 # cdn-cf.postitial.com
2606:4700:20::ac43:4a21                 # brtsumthree.com
2606:4700:20::ac43:4a24                 # bidgear.com
2606:4700:20::ac43:4a2f                 # rum.corewebvitals.io
2606:4700:20::ac43:4a36                 # app.redretarget.com
2606:4700:20::ac43:4a49                 # cryptomcw.com
2606:4700:20::ac43:4a56                 # creative.live.missav.com
2606:4700:20::ac43:4a5c                 # placeholder.treeum.net
2606:4700:20::ac43:4a81                 # ad4m.at
2606:4700:20::ac43:4a91                 # deltraff.com
2606:4700:20::ac43:4ab4                 # onlinepromogift.com
2606:4700:20::ac43:4ac4                 # banners.haqqin.az
2606:4700:20::ac43:4acf                 # ediva.gr
2606:4700:20::ac43:4ada                 # yourwebbars.com
2606:4700:20::ac43:4adf                 # seo.linel.top
2606:4700:20::ac43:4af3                 # x.castanet.net
2606:4700:20::ac43:4b03                 # adv-front.devpnd.com
2606:4700:20::ac43:4b09                 # iclickcdn.com
2606:4700:20::ac43:4b0d                 # events.api.red.wemesh.ca
2606:4700:20::ac43:4b15                 # rtxrtb.com
2606:4700:20::ac43:4b2a                 # trackerrr.com
2606:4700:20::ac43:4b67                 # statistics.daktilo.com
2606:4700:20::ac43:4b69                 # adv.thuvienphapluat.vn
2606:4700:20::ac43:4b74                 # star-clicks.com
2606:4700:20::ac43:4b7a                 # rokymedia.com
2606:4700:20::ac43:4b87                 # adsupplyssl.com
2606:4700:20::ac43:4b95                 # o18.link
2606:4700:20::ac43:4bb1                 # protagcdn.com
2606:4700:20::ac43:4bb2                 # stats.img2go.com
2606:4700:20::ac43:4bbd                 # track.gaconnector.com
2606:4700:20::ac43:4bcd                 # ads4g.pl
2606:4700:20::ac43:4bda                 # flashb.id
2606:4700:20::ac43:4be8                 # zcoptry.com
2606:4700:20::ac43:4bfa                 # track.parentmood.com
2606:4700:20::ac43:61fd                 # mt67.net
2606:4700:21::681b:c258                 # creative.live.tktube.com
2606:4700:21::681b:c358                 # creative.live.tktube.com
2606:4700:21::681b:ca58                 # popcash.net
2606:4700:21::681b:cb58                 # popcash.net
2606:4700:3030::6815:1009               # dttrk.com
2606:4700:3030::6815:1080               # adpointrtb.com
2606:4700:3030::6815:10d3               # xzzpagn.com
2606:4700:3030::6815:10eb               # vigsole.com
2606:4700:3030::6815:11a4               # prodaddkarl.com
2606:4700:3030::6815:11ef               # ricead.com
2606:4700:3030::6815:1212               # bvmcdn.net
2606:4700:3030::6815:12df               # nbmramf.de
2606:4700:3030::6815:130a               # onetouch17.info
2606:4700:3030::6815:1357               # ngineet.cfd
2606:4700:3030::6815:1371               # drctcldff.com
2606:4700:3030::6815:1396               # infossztech.cfd
2606:4700:3030::6815:13bf               # nerfctv.com
2606:4700:3030::6815:13d0               # plnrkgc.xyz
2606:4700:3030::6815:13f4               # xytcboyz.icu
2606:4700:3030::6815:13f6               # xotgpql.com
2606:4700:3030::6815:1415               # ehqdzqi.com
2606:4700:3030::6815:1438               # js.bigcomics.win
2606:4700:3030::6815:1472               # supplypoland.com
2606:4700:3030::6815:14d9               # adqit.com
2606:4700:3030::6815:14dd               # sidebyx.com
2606:4700:3030::6815:14ed               # qogearh.com
2606:4700:3030::6815:157e               # cdceed.de
2606:4700:3030::6815:1584               # pvsxzlb.com
2606:4700:3030::6815:15b                # actpbfa.com
2606:4700:3030::6815:1607               # sourcecodeif.com
2606:4700:3030::6815:1625               # bbd834il.de
2606:4700:3030::6815:1665               # deptem.com
2606:4700:3030::6815:1738               # 3wr110.net
2606:4700:3030::6815:175a               # app.sbz.workers.dev
2606:4700:3030::6815:176e               # osfrjut.com
2606:4700:3030::6815:17c8               # xclick24.com
2606:4700:3030::6815:180                # redirecting7.eu
2606:4700:3030::6815:1870               # gvkzvgm.com
2606:4700:3030::6815:18a2               # becomeapartner.io
2606:4700:3030::6815:18d2               # dgkmdia.com
2606:4700:3030::6815:196b               # nizvimq.com
2606:4700:3030::6815:19f                # stats.clickforknowledge.com
2606:4700:3030::6815:1a31               # eucing.com
2606:4700:3030::6815:1a7e               # 5o8aj5nt.de
2606:4700:3030::6815:1aa5               # xfdmihlzrmks.com
2606:4700:3030::6815:1abd               # gsurihy.com
2606:4700:3030::6815:1c53               # durike.com
2606:4700:3030::6815:1ce                # pixelspivot.com
2606:4700:3030::6815:1d5c               # besguses.pro
2606:4700:3030::6815:1d83               # bqxhgnf.com
2606:4700:3030::6815:1e22               # arvigorothan.com
2606:4700:3030::6815:1e57               # adexchangedirect.com
2606:4700:3030::6815:1e82               # free-gluten.ru
2606:4700:3030::6815:1e88               # kasfas.com
2606:4700:3030::6815:1ee6               # neuwiti.com
2606:4700:3030::6815:1f94               # 121phonesex.co.uk
2606:4700:3030::6815:1fb8               # adzmob.com
2606:4700:3030::6815:1fef               # oxkpbuv.com
2606:4700:3030::6815:202a               # yshhfig.com
2606:4700:3030::6815:2062               # dbnxlpbtoqec.com
2606:4700:3030::6815:206d               # irbtwjy.com
2606:4700:3030::6815:2072               # crambidnonutilitybayadeer.com
2606:4700:3030::6815:212d               # libcdn.xyz
2606:4700:3030::6815:212f               # a.mabipa.com
2606:4700:3030::6815:2133               # drasticdrama.com
2606:4700:3030::6815:21ba               # activepr.ru
2606:4700:3030::6815:21e7               # hyfvlxm.com
2606:4700:3030::6815:22cb               # cnifypm.com
2606:4700:3030::6815:231                # ehcstrp.com
2606:4700:3030::6815:234b               # enmiser.com
2606:4700:3030::6815:2415               # vjtskjg.com
2606:4700:3030::6815:241a               # bihake.com
2606:4700:3030::6815:2443               # adz.mobi
2606:4700:3030::6815:2460               # 250f0ma86.de
2606:4700:3030::6815:248                # qzcjehp.com
2606:4700:3030::6815:253e               # qzesmjv.com
2606:4700:3030::6815:254d               # mediasprucetree.com
2606:4700:3030::6815:2596               # bd51static.com
2606:4700:3030::6815:25c0               # bestcontentservice.top
2606:4700:3030::6815:25f2               # terrapush.com
2606:4700:3030::6815:263c               # max-adserv.com
2606:4700:3030::6815:268b               # fxiuuaa.com
2606:4700:3030::6815:26b1               # mxgboxq.com
2606:4700:3030::6815:26c5               # lvbngvy.com
2606:4700:3030::6815:2763               # adop.co
2606:4700:3030::6815:2777               # log.yapaytech.com
2606:4700:3030::6815:2778               # aboarea.com
2606:4700:3030::6815:27c9               # snsv.ru
2606:4700:3030::6815:27f0               # clicksor.com
2606:4700:3030::6815:287                # riiciuy.com
2606:4700:3030::6815:2890               # forenteion.com
2606:4700:3030::6815:28c0               # joomxer.fun
2606:4700:3030::6815:28d                # pmtkhcr.com
2606:4700:3030::6815:2923               # zshyudl.com
2606:4700:3030::6815:29c8               # 2fb8or7ai.de
2606:4700:3030::6815:2a10               # wct-2.com
2606:4700:3030::6815:2a3d               # bobqucc.com
2606:4700:3030::6815:2a44               # yuhqeim.com
2606:4700:3030::6815:2a7e               # ads-api.playfun.vn
2606:4700:3030::6815:2a93               # bkirfeu.com
2606:4700:3030::6815:2ab5               # jsftzha.com
2606:4700:3030::6815:2ab6               # xhmnbvn.com
2606:4700:3030::6815:2ac9               # altpubli.com
2606:4700:3030::6815:2aca               # j0ss4np1c5.site
2606:4700:3030::6815:2b14               # kqrcijq.com
2606:4700:3030::6815:2b3                # 4g0b1inr.de
2606:4700:3030::6815:2b57               # phkucgq.com
2606:4700:3030::6815:2b72               # nqslmtuswqdz.com
2606:4700:3030::6815:2b92               # daistii.com
2606:4700:3030::6815:2c34               # lhmgoik.icu
2606:4700:3030::6815:2c51               # lowlatiasan.com
2606:4700:3030::6815:2c8b               # adme-net.com
2606:4700:3030::6815:2c9a               # xu2.com
2606:4700:3030::6815:2ca5               # statistics.crowdynews.com
2606:4700:3030::6815:2cf1               # adrazzi.com
2606:4700:3030::6815:2cfa               # streamsforu.com
2606:4700:3030::6815:2d30               # kvecc.com
2606:4700:3030::6815:2d7d               # llalo.click
2606:4700:3030::6815:2da8               # 2g2kaa598.de
2606:4700:3030::6815:2e08               # primaryads.com
2606:4700:3030::6815:2e6                # ondshub.com
2606:4700:3030::6815:2e8a               # gsnqhdo.com
2606:4700:3030::6815:2e9c               # bestzba.com
2606:4700:3030::6815:2ea4               # cylnkee.com
2606:4700:3030::6815:2eba               # neocounter.neoworx-blog-tools.net
2606:4700:3030::6815:2ebe               # apl.headlines.pw
2606:4700:3030::6815:2ed2               # ufpcdn.com
2606:4700:3030::6815:2f08               # 1studio.net
2606:4700:3030::6815:2f1a               # tubecorp.com
2606:4700:3030::6815:2f52               # comsprague.com
2606:4700:3030::6815:2ff5               # lostinfuture.com
2606:4700:3030::6815:3053               # lctcbtly.xyz
2606:4700:3030::6815:3069               # jnhjpdayvpzj.com
2606:4700:3030::6815:30d3               # acacdn.com
2606:4700:3030::6815:31a9               # onlinepromousa.com
2606:4700:3030::6815:321e               # lkqpxhw.com
2606:4700:3030::6815:3250               # ppcnt.pro
2606:4700:3030::6815:326d               # twpasol.com
2606:4700:3030::6815:328a               # gohznbe.com
2606:4700:3030::6815:32c7               # dynpaa.com
2606:4700:3030::6815:3431               # xhvaqgs.com
2606:4700:3030::6815:3494               # ghxadv.com
2606:4700:3030::6815:3499               # mmjfnxx.com
2606:4700:3030::6815:34b8               # 318pmmtrp.de
2606:4700:3030::6815:35fd               # ybtkzjm.com
2606:4700:3030::6815:360e               # ok88okg.infinityscans.net
2606:4700:3030::6815:363d               # rejslaq.com
2606:4700:3030::6815:3671               # thetrendytales.com
2606:4700:3030::6815:36de               # admediatex.net
2606:4700:3030::6815:36e                # paripartner.com
2606:4700:3030::6815:3715               # cmqjims.com
2606:4700:3030::6815:37a1               # advertstream.com
2606:4700:3030::6815:37f2               # moonjscdn.info
2606:4700:3030::6815:38b                # rhsorga.com
2606:4700:3030::6815:38b6               # loadtime.org
2606:4700:3030::6815:38e2               # theusualsuspects.biz
2606:4700:3030::6815:3952               # myeasyvpn.com
2606:4700:3030::6815:39e7               # jekesjzv.com
2606:4700:3030::6815:39f1               # bklhnlv.com
2606:4700:3030::6815:39f3               # matchjunkie.com
2606:4700:3030::6815:3ad2               # gmiqicw.com
2606:4700:3030::6815:3ae5               # clickallow.net
2606:4700:3030::6815:3b24               # runative.com
2606:4700:3030::6815:3b30               # kmspicoofficial.com
2606:4700:3030::6815:3b67               # ut13r.space
2606:4700:3030::6815:3b6c               # 3192a7tqk.de
2606:4700:3030::6815:3b8f               # analytics.qushad.com
2606:4700:3030::6815:3c28               # loivpcn.com
2606:4700:3030::6815:3c34               # a9c44e3c7e.com
2606:4700:3030::6815:3c95               # q2i8kd5n.de
2606:4700:3030::6815:3d29               # gamesrevenue.com
2606:4700:3030::6815:3d4d               # export.voffka.com
2606:4700:3030::6815:3d66               # top-performance.club
2606:4700:3030::6815:3dac               # fvckeip.com
2606:4700:3030::6815:3dcd               # stats.sprocketrocket.co
2606:4700:3030::6815:3df3               # webpsts.com
2606:4700:3030::6815:3e0e               # bmcdn6.com
2606:4700:3030::6815:3e8f               # cixompoqpbgh.com
2606:4700:3030::6815:3f5e               # eobvppi.com
2606:4700:3030::6815:402e               # banner.kaktus.media
2606:4700:3030::6815:409d               # ads.businessstyle.vn
2606:4700:3030::6815:40c8               # darkandlight.ru
2606:4700:3030::6815:40df               # cavewrap.care
2606:4700:3030::6815:40e1               # protraffic.com
2606:4700:3030::6815:4156               # qslkthj.com
2606:4700:3030::6815:418e               # wryfruw.com
2606:4700:3030::6815:41a6               # download4.cfd
2606:4700:3030::6815:4313               # yinyouapp.com
2606:4700:3030::6815:4320               # liupoaa.com
2606:4700:3030::6815:4390               # get-kmspico.com
2606:4700:3030::6815:44a4               # theonlins.com
2606:4700:3030::6815:4517               # theyunm.com
2606:4700:3030::6815:459d               # meligh.com
2606:4700:3030::6815:460                # gdlxtjk.com
2606:4700:3030::6815:4674               # cbdedibles.site
2606:4700:3030::6815:467a               # hhklc.com
2606:4700:3030::6815:4681               # wqjzajr.com
2606:4700:3030::6815:46ab               # juicyads.rocks
2606:4700:3030::6815:46c3               # iyyuvkd.com
2606:4700:3030::6815:46d7               # gmgllod.com
2606:4700:3030::6815:4780               # predictiondisplay.com
2606:4700:3030::6815:47a5               # et5k413t.rest
2606:4700:3030::6815:47bf               # web3-api-v10.ru
2606:4700:3030::6815:47eb               # wlyfiii.com
2606:4700:3030::6815:481f               # mwlle.com
2606:4700:3030::6815:4884               # nsaascp.com
2606:4700:3030::6815:489b               # alwingulla.com
2606:4700:3030::6815:48c0               # trimpur.com
2606:4700:3030::6815:48f9               # articlepawn.com
2606:4700:3030::6815:4936               # zttgwpb.com
2606:4700:3030::6815:494f               # ruamupr.com
2606:4700:3030::6815:4953               # a69i.com
2606:4700:3030::6815:49bf               # evwmwnd.com
2606:4700:3030::6815:4a14               # noncepter.com
2606:4700:3030::6815:4ab8               # uptechnologys.com
2606:4700:3030::6815:4ad7               # bmptbyb.com
2606:4700:3030::6815:4ae9               # flmfcox.com
2606:4700:3030::6815:4b05               # qdtjjxr.xyz
2606:4700:3030::6815:4b21               # lesasfp.icu
2606:4700:3030::6815:4b4e               # adtvedk.com
2606:4700:3030::6815:4b6e               # addizhi.top
2606:4700:3030::6815:4b9d               # 30hccor10.de
2606:4700:3030::6815:4bd4               # sykfmgu.com
2606:4700:3030::6815:4c6                # log.tinxe.vn
2606:4700:3030::6815:4dd                # jfnjgiq.com
2606:4700:3030::6815:4df4               # xamssp.icu
2606:4700:3030::6815:4e05               # 14cpoff22.de
2606:4700:3030::6815:4e2                # rablic.com
2606:4700:3030::6815:4e5f               # onclickclear.com
2606:4700:3030::6815:4e8a               # bgjsjep.com
2606:4700:3030::6815:4eef               # pfeite.com
2606:4700:3030::6815:4f0d               # analytics.tedium.co
2606:4700:3030::6815:4f4d               # ushzfap.com
2606:4700:3030::6815:4f61               # block.mediavenus.biz
2606:4700:3030::6815:4fa2               # iqpkee.com
2606:4700:3030::6815:4fd2               # trimpagkygg.com
2606:4700:3030::6815:4fdb               # stats.hyperinzerce.cz
2606:4700:3030::6815:5027               # qhwyoat.com
2606:4700:3030::6815:50f0               # popstate.net
2606:4700:3030::6815:5183               # routeit.one
2606:4700:3030::6815:526c               # nsyywkq.com
2606:4700:3030::6815:526e               # generalebad.xyz
2606:4700:3030::6815:5270               # buzzvids-direct.com
2606:4700:3030::6815:527d               # afxjwyg.com
2606:4700:3030::6815:52cd               # 2k6eh90gs.de
2606:4700:3030::6815:52db               # fiktvlnc.icu
2606:4700:3030::6815:5332               # lpeqztx.com
2606:4700:3030::6815:5336               # nfwivxk.com
2606:4700:3030::6815:534b               # servicesrc.org
2606:4700:3030::6815:536                # pushnotice.xyz
2606:4700:3030::6815:539d               # btrack.homedy.com
2606:4700:3030::6815:539f               # zktsygv.com
2606:4700:3030::6815:5439               # alladvertisingdomclub.club
2606:4700:3030::6815:5471               # palibs.tech
2606:4700:3030::6815:54b8               # am11.ru
2606:4700:3030::6815:54eb               # dopmmzn.com
2606:4700:3030::6815:54f5               # bzqqftz.icu
2606:4700:3030::6815:5506               # btagmedia.com
2606:4700:3030::6815:5524               # bryovo.com
2606:4700:3030::6815:554c               # 56rt2692.de
2606:4700:3030::6815:5576               # uqmmfpr.com
2606:4700:3030::6815:55fb               # vst.videolink.site
2606:4700:3030::6815:560                # br.coe777.com
2606:4700:3030::6815:562e               # twistconcept.com
2606:4700:3030::6815:5641               # 31aceidfj.de
2606:4700:3030::6815:5658               # statdynamic.com
2606:4700:3030::6815:567f               # replif.com
2606:4700:3030::6815:56ae               # huysoftzfile.shop
2606:4700:3030::6815:56dd               # qjukphe.com
2606:4700:3030::6815:56e9               # tcppu.com
2606:4700:3030::6815:576                # adonspot.com
2606:4700:3030::6815:578c               # cryptosplash.care
2606:4700:3030::6815:5794               # goblocker.xyz
2606:4700:3030::6815:57a2               # egpdbp6e.de
2606:4700:3030::6815:57f1               # widget.subiz.com
2606:4700:3030::6815:582c               # hooligapps.com
2606:4700:3030::6815:5861               # gruponn.com
2606:4700:3030::6815:5872               # kinkadservercdn.com
2606:4700:3030::6815:58bc               # unbloodied.sbs
2606:4700:3030::6815:58ee               # getscriptjs.com
2606:4700:3030::6815:58f5               # clevernt.com
2606:4700:3030::6815:5912               # pushelp.pro
2606:4700:3030::6815:593f               # xel-xel-fie.com
2606:4700:3030::6815:597                # yftpnol.com
2606:4700:3030::6815:59c6               # mycamlover.com
2606:4700:3030::6815:59e3               # perhui.com
2606:4700:3030::6815:59e9               # bijwehk.com
2606:4700:3030::6815:5a56               # centwrite.com
2606:4700:3030::6815:5a95               # cdn.eksiup.com
2606:4700:3030::6815:5ada               # ppcnt.org
2606:4700:3030::6815:5b1e               # dwlmjxf.com
2606:4700:3030::6815:5b2d               # cl0udh0st1ng.com
2606:4700:3030::6815:5b4b               # jouthee.com
2606:4700:3030::6815:5b5e               # itpqdzs.com
2606:4700:3030::6815:5bbc               # youradexchange.com
2606:4700:3030::6815:5bf0               # buezsud.com
2606:4700:3030::6815:5c0e               # anwqj0i.xyz
2606:4700:3030::6815:5cb9               # ciedpso.com
2606:4700:3030::6815:5d42               # ugrarvy.com
2606:4700:3030::6815:5d58               # dz4ad.com
2606:4700:3030::6815:5d6                # tneca.com
2606:4700:3030::6815:5dbe               # szgaikk.com
2606:4700:3030::6815:5def               # wherevertogo.com
2606:4700:3030::6815:5ed7               # l3g3media.com
2606:4700:3030::6815:5f50               # korgala.com
2606:4700:3030::6815:5f55               # dmlkzmg.com
2606:4700:3030::6815:6063               # cams.gratis
2606:4700:3030::6815:6075               # masklink.org
2606:4700:3030::6815:637                # allsports4free.live
2606:4700:3030::6815:681                # magniffic-strean.com
2606:4700:3030::6815:685                # teinlbw.com
2606:4700:3030::6815:68b                # sogou.st
2606:4700:3030::6815:6ae                # afgwsgl.com
2606:4700:3030::6815:6cb                # biemedia.com
2606:4700:3030::6815:6d4                # bugs2022.com
2606:4700:3030::6815:813                # milkygoodness.xyz
2606:4700:3030::6815:840                # stunninglover.com
2606:4700:3030::6815:892                # naffor.com
2606:4700:3030::6815:8b5                # uwjhzeb.com
2606:4700:3030::6815:90f                # dealsfor.life
2606:4700:3030::6815:94f                # tracker.pushmeback.com
2606:4700:3030::6815:99b                # swzydgm.com
2606:4700:3030::6815:a65                # 4co7mbsb.de
2606:4700:3030::6815:a8a                # etflpbk.com
2606:4700:3030::6815:aa1                # adizio.com
2606:4700:3030::6815:ace                # oklahi.com
2606:4700:3030::6815:b1d                # kbumnvc.com
2606:4700:3030::6815:b59                # lnbdbdo.com
2606:4700:3030::6815:b62                # 26q4nn691.de
2606:4700:3030::6815:b90                # jfjlfah.com
2606:4700:3030::6815:bc7                # ettilt.com
2606:4700:3030::6815:bce                # yuhuads.com
2606:4700:3030::6815:bf3                # adsxyz.com
2606:4700:3030::6815:bfd                # ophvkau.com
2606:4700:3030::6815:c05                # 7bchhgh.de
2606:4700:3030::6815:c3d                # probtn.com
2606:4700:3030::6815:c5                 # popads.media
2606:4700:3030::6815:cbb                # zeusclicks.com
2606:4700:3030::6815:cef                # adspredictiv.com
2606:4700:3030::6815:d0                 # aliasfoot.com
2606:4700:3030::6815:d5e                # usurv.com
2606:4700:3030::6815:d88                # downlon.com
2606:4700:3030::6815:dd7                # ifrjnpv.com
2606:4700:3030::6815:e32                # openx.motgame.vn
2606:4700:3030::6815:ee                 # trafget.com
2606:4700:3030::6815:ef2                # xstalkx.ru
2606:4700:3030::6815:ef6                # bptracking.com
2606:4700:3030::6815:f05                # dkrely.com
2606:4700:3030::6815:f67                # theenfu.com
2606:4700:3030::6815:f6b                # cdnaz.win
2606:4700:3030::6815:fa6                # orclrul.com
2606:4700:3030::6815:fe2                # verifyconnection.org
2606:4700:3030::ac43:8021               # daikorm.com
2606:4700:3030::ac43:8071               # lsgpxqe.com
2606:4700:3030::ac43:808b               # cima-club.club
2606:4700:3030::ac43:810b               # lotreal.com
2606:4700:3030::ac43:8206               # jeroud.com
2606:4700:3030::ac43:8223               # nlblzmn.com
2606:4700:3030::ac43:8234               # rbcxttd.com
2606:4700:3030::ac43:832a               # nqftyfn.com
2606:4700:3030::ac43:8333               # mediazcorp.com
2606:4700:3030::ac43:834a               # umuotov.com
2606:4700:3030::ac43:8425               # predictiondexchange.com
2606:4700:3030::ac43:843f               # uvtuiks.com
2606:4700:3030::ac43:848a               # jfnjgiq.com
2606:4700:3030::ac43:84f5               # ad.utop.ir
2606:4700:3030::ac43:850f               # eitney.com
2606:4700:3030::ac43:8532               # 4lke.online
2606:4700:3030::ac43:8543               # br.coe777.com
2606:4700:3030::ac43:858d               # wlrkcefll.com
2606:4700:3030::ac43:8601               # zunnynd.com
2606:4700:3030::ac43:866a               # galamis.com
2606:4700:3030::ac43:86de               # magniffic-strean.com
2606:4700:3030::ac43:8764               # eucing.com
2606:4700:3030::ac43:8797               # gpynepb.com
2606:4700:3030::ac43:880f               # infinityads.com
2606:4700:3030::ac43:8833               # darkandlight.ru
2606:4700:3030::ac43:8835               # oafhif.icu
2606:4700:3030::ac43:8843               # 5o8aj5nt.de
2606:4700:3030::ac43:888b               # t.counter.dev
2606:4700:3030::ac43:88c0               # adscienceltd.com
2606:4700:3030::ac43:88c8               # primusad.com
2606:4700:3030::ac43:8908               # mediaappletree.com
2606:4700:3030::ac43:89df               # dnvgecz.com
2606:4700:3030::ac43:89e4               # foremedia.net
2606:4700:3030::ac43:8a0d               # adxbid.info
2606:4700:3030::ac43:8a85               # analytics.vietnamfinance.vn
2606:4700:3030::ac43:8a93               # vpop2.com
2606:4700:3030::ac43:8a9f               # stunninglover.com
2606:4700:3030::ac43:8b09               # nhjnkis.com
2606:4700:3030::ac43:8b2f               # gsnqhdo.com
2606:4700:3030::ac43:8b59               # oko.net
2606:4700:3030::ac43:8c6b               # bestzba.com
2606:4700:3030::ac43:8c87               # 2cjlj3c15.de
2606:4700:3030::ac43:8d08               # fovdvoz.com
2606:4700:3030::ac43:8da0               # dynamicjsconfig.com
2606:4700:3030::ac43:8e56               # pta.wcm.pl
2606:4700:3030::ac43:8e88               # banner.uto.vn
2606:4700:3030::ac43:8ea6               # collect.alphastream.io
2606:4700:3030::ac43:8f42               # xghxpvl.com
2606:4700:3030::ac43:8f51               # searchmulty.com
2606:4700:3030::ac43:8fa1               # srvr.dmvs-apac.com
2606:4700:3030::ac43:8ff6               # belwrite.com
2606:4700:3030::ac43:8ff8               # kphcrjth.xyz
2606:4700:3030::ac43:90aa               # egpdbp6e.de
2606:4700:3030::ac43:90fe               # sombes.com
2606:4700:3030::ac43:9107               # ukloxmchcdnn.com
2606:4700:3030::ac43:910a               # bwgmymp.com
2606:4700:3030::ac43:9157               # predictiondisplay.com
2606:4700:3030::ac43:91bd               # viviendoefelizz.online
2606:4700:3030::ac43:91df               # filetarget.net
2606:4700:3030::ac43:91fd               # sgrawwa.com
2606:4700:3030::ac43:921f               # adonly.com
2606:4700:3030::ac43:926b               # 2p1kreiqg.de
2606:4700:3030::ac43:9373               # ukdtzkc.com
2606:4700:3030::ac43:937c               # wagerjoint.com
2606:4700:3030::ac43:93d3               # lheoutn.com
2606:4700:3030::ac43:93fe               # pahtky.tech
2606:4700:3030::ac43:9417               # log.apkomega.com
2606:4700:3030::ac43:941a               # cjtraff.com
2606:4700:3030::ac43:946f               # 16pr72tb5.de
2606:4700:3030::ac43:949f               # inmhh.com
2606:4700:3030::ac43:94b7               # besguses.pro
2606:4700:3030::ac43:94c4               # infonewsz.care
2606:4700:3030::ac43:94ce               # wouled.com
2606:4700:3030::ac43:953e               # 43t53c9e.de
2606:4700:3030::ac43:9583               # twistads.com
2606:4700:3030::ac43:95c0               # chrolae.com
2606:4700:3030::ac43:963f               # tumblebit.com
2606:4700:3030::ac43:965a               # ddddynf.com
2606:4700:3030::ac43:966f               # sjtactic.com
2606:4700:3030::ac43:9677               # arvigorothan.com
2606:4700:3030::ac43:96e9               # views.2222.ro
2606:4700:3030::ac43:97d8               # highercldfrevb.com
2606:4700:3030::ac43:97ed               # lcxxwxo.com
2606:4700:3030::ac43:97f5               # myliveforyoudreder.com
2606:4700:3030::ac43:983b               # ipcejez.com
2606:4700:3030::ac43:990e               # g0gr67p.de
2606:4700:3030::ac43:9990               # adtrue24.com
2606:4700:3030::ac43:99e3               # 31d6gphkr.de
2606:4700:3030::ac43:99f7               # gdlxtjk.com
2606:4700:3030::ac43:9a0e               # sidanarchy.net
2606:4700:3030::ac43:9a8a               # trimpur.com
2606:4700:3030::ac43:9acd               # infokz.com
2606:4700:3030::ac43:9ad4               # 1tds26q95.de
2606:4700:3030::ac43:9af8               # hgjxjis.com
2606:4700:3030::ac43:9b5e               # nudesgirlsx.com
2606:4700:3030::ac43:9b8a               # runoj.click
2606:4700:3030::ac43:9c5a               # suzbcnh.com
2606:4700:3030::ac43:9c6d               # cidrulj.com
2606:4700:3030::ac43:9cb9               # ladsmoney.com
2606:4700:3030::ac43:9ccd               # 7me0ssd6.de
2606:4700:3030::ac43:9d26               # fgoqnva.com
2606:4700:3030::ac43:9d6d               # prettypasttime.com
2606:4700:3030::ac43:9dc8               # dtsedge.com
2606:4700:3030::ac43:9e20               # revrtb.net
2606:4700:3030::ac43:9e4f               # eyhcervzexp.com
2606:4700:3030::ac43:9e67               # fhzgeqk.com
2606:4700:3030::ac43:9ecc               # amontp.com
2606:4700:3030::ac43:9f03               # rsfmzirxwg.com
